category,municipality,year,value,source,type
расходы на содержание работников органов местного самоуправления,Бибирево,2008,18.0616,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Бибирево,2008,0.14,http://www.gks.ru,NA
Образование,Бибирево,2008,6.650600000000001,http://www.gks.ru,NA
Общее образование,Бибирево,2008,4.4766,http://www.gks.ru,NA
Бюджетные инвестиции (общее образование) на увеличение стоимости основных средств,Бибирево,2008,2.3977,http://www.gks.ru,NA
Расходы на оплату труда и начисления на оплату труда (общее образование),Бибирево,2008,2.0789,http://www.gks.ru,NA
"Культура, кинематография",Бибирево,2008,4.9097,http://www.gks.ru,NA
Культура,Бибирево,2008,4.9097,http://www.gks.ru,NA
Физическая культура и спорт,Бибирево,2008,9.3195,http://www.gks.ru,NA
Физическая культура и спорт,Бибирево,2008,9.3195,http://www.gks.ru,NA
Физическая культура и спорт,Бибирево,2008,3.8636,http://www.gks.ru,NA
Расходы: итого,Бутырский,2008,39.322,http://www.gks.ru,NA
Общегосударственные вопросы,Бутырский,2008,14.802,http://www.gks.ru,NA
Образование,Бутырский,2008,19.265,http://www.gks.ru,NA
"Культура, кинематография",Бутырский,2008,0.906,http://www.gks.ru,NA
Культура,Бутырский,2008,0.906,http://www.gks.ru,NA
Физическая культура и спорт,Бутырский,2008,4.349,http://www.gks.ru,NA
Физическая культура и спорт,Бутырский,2008,4.349,http://www.gks.ru,NA
Расходы: итого,Лианозово,2008,33.809,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Лианозово,2008,2.261,http://www.gks.ru,NA
Общегосударственные вопросы,Лианозово,2008,16.575,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Лианозово,2008,9.951,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Лианозово,2008,0.054,http://www.gks.ru,NA
Образование,Лианозово,2008,7.418,http://www.gks.ru,NA
"Культура, кинематография",Лианозово,2008,2.586,http://www.gks.ru,NA
Культура,Лианозово,2008,1.756,http://www.gks.ru,NA
Физическая культура и спорт,Лианозово,2008,7.176,http://www.gks.ru,NA
Физическая культура и спорт,Лианозово,2008,7.176,http://www.gks.ru,NA
Физическая культура и спорт,Лианозово,2008,1.263,http://www.gks.ru,NA
Физическая культура и спорт,Лианозово,2008,1.444,http://www.gks.ru,NA
Расходы: итого,Лосиноостровский,2008,25.0661,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Лосиноостровский,2008,0.7311,http://www.gks.ru,NA
Общегосударственные вопросы,Лосиноостровский,2008,16.307,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Лосиноостровский,2008,9.5814,http://www.gks.ru,NA
Образование,Лосиноостровский,2008,2.4406999999999996,http://www.gks.ru,NA
"Культура, кинематография",Лосиноостровский,2008,1.6688,http://www.gks.ru,NA
Культура,Лосиноостровский,2008,0.32130000000000003,http://www.gks.ru,NA
Физическая культура и спорт,Лосиноостровский,2008,4.6496,http://www.gks.ru,NA
Физическая культура и спорт,Лосиноостровский,2008,4.6496,http://www.gks.ru,NA
Физическая культура и спорт,Лосиноостровский,2008,0.29719999999999996,http://www.gks.ru,NA
